User ID,Total Time Used
468,15:40
100,132:18
21,0:12
188,5:31
171,3:30
224,5:43
219,7:10
301,2:56
155,11:30
321,7:10
353,16:23
387,19:41
236,7:31
34,3:5
440,19:41
36,19:41
420,3:52
418,7:15
424,1:58
