User ID,Total Time Used
100,243:11
453,3:27
467,11:30
224,2:49
215,5:45
297,3:24
298,1:59
155,29:38
279,77:19
126,9:54
321,0:37
359,33:45
387,37:49
236,3:41
34,0:28
440,37:49
36,37:49
195,5:43
409,5:44
