User ID,Total Time Used
100,175:28
177,2:5
175,1:51
468,4:55
224,2:20
220,7:7
219,6:58
294,3:5
155,2:14
261,7:45
10,51:29
21,0:19
321,15:11
352,3:44
353,9:39
387,2:14
236,13:8
34,6:19
440,35:2
36,35:2
428,3:59
420,3:54
418,2:26
412,1:29
